County,"County adult jail incarcerations, average daily population, December",Men imprisoned (total institution population),Women imprisoned,Imprisonments for violent felonies,Imprisonments for property felonies,Imprisonments for drug felonies,Imprisonments for drug possession offenses,Imprisonments for marijuana offenses,Imprisonments for strike offenses,Imprisonments for 3rd strikes,Imprisonments for 2nd strikes,"New felon and parole violator admissions to prison, all","New felon and parole violator admissions to prison, White, not Latino","New felon and parole violator admissions to prison, Latino","New felon and parole violator admissions to prison, Black","New felon and parole violator admissions to prison, Asian/all other","Jailed, unsentenced","Jailed, sentenced",Men jailed,Women jailed,Part I crimes reported to police (number),Violent crimes reported,Property crimes reported,"Adult felony arrests, total (number)",Violent felony arrests,Property felony arrests,Drug felony arrests,Male felony arrests,Female felony arrests,"White, not Latino, felony arrests",Latino felony arrests,African American felony arrests,Asian/other felony arrests,"Total county population, all ages (number), 2011 census adjusted","White, not Latino population",Latino population,Black population,Asian/other population,"Total adult population, age 18-69","Male population, age 18-69","Female population, age 18-69",At Legislative Analyst-estimated cost per prisoner per year,Unnamed: 43,Year,Total adult population in prison (number) as of December 31,"White, not Latino, population imprisoned",Latino population imprisoned,Black population imprisoned,Asian/other population imprisoned,"New felon and parole violator admissions to prison, male","New felon and parole violator admissions to prison, female",New felon and parole violator admissions to prison for violent offenses,New felon and parole violator admissions to prison for property offenses,New felon and parole violator admissions to prison for drug offenses,"Part I crimes reported to police (number), as defined by the California Crime Index (CCI)","Property crimes reported (excluding larceny under $400 and arson, per CCI)","Total county population, all ages (number), using Dept. of Finance table E-2","White, not Latino population age 18-69",Latino population age 18-69,Black population age 18-69,Asian/other population age 18-69,"Total adult population, age 18-69, using Dept. of Finance table P-3",Unnamed: 53,"Imprisonments for 3rd strikes (June 30, 2013)","Imprisonments for 2nd strikes (June 30, 2013)","Part I crimes reported to police (number), as defined by the Criminal Justice Statistics Center","Total county population, all ages (number), July 1, 2013","At Legislative Analyst-estimated cost per prisoner per year, 2013-14","New felon and parole violator admissions to prison, Asian/all other/unknown race","Total county population, all ages (number), July 1, 2014","At Legislative Analyst-estimated cost per prisoner per year, 2014-15",New felon and parole violator admissions to prison who are under age 35 (2014),New felon and parole violator admissions to prison who are age 35 or older (2014),"Total county population, all ages (number), July 1, 2015","Estimated cost per prisoner per year, 2015-16","Total county population, all ages (number), July 1, 2016","Estimated cost per prisoner per year, 2016-17"
San Diego,5334.0,8201.0,396.0,6059.0,1436.0,681.0,98.0,34.0,3109.0,493.0,2616.0,2300.0,729.0,891.0,511.0,,2525.0,2809.0,4427.0,907.0,,10943.0,63444.0,21388.0,8038.0,3517.0,2946.0,16659.0,4729.0,8795.0,7101.0,3967.0,1525.0,,,,,,,1135665.0,1089431.0,,,2015,8597.0,2341.0,3125.0,2367.0,764.0,2100.0,200.0,1251.0,491.0,202.0,,,,1078708.0,700780.0,112966.0,332642.0,2225096.0,,,,74387.0,,,169.0,,,1439.0,1351.0,3275084.0,70519.6,,
San Francisco,1212.0,931.0,21.0,785.0,107.0,27.0,8.0,1.0,171.0,41.0,130.0,139.0,17.0,26.0,80.0,,1030.0,182.0,1098.0,114.0,,6789.0,53955.0,7021.0,1868.0,1064.0,847.0,5878.0,1143.0,2218.0,1013.0,2994.0,796.0,,,,,,,330231.0,308865.0,,,2015,952.0,132.0,143.0,541.0,136.0,138.0,1.0,91.0,29.0,3.0,,,,279357.0,97503.0,33565.0,228671.0,639096.0,,,,60744.0,,,16.0,,,59.0,70.0,863108.0,70519.6,,
San Joaquin,1211.0,2769.0,111.0,2145.0,367.0,162.0,21.0,7.0,702.0,91.0,611.0,884.0,218.0,340.0,256.0,,852.0,359.0,1081.0,130.0,,5756.0,25031.0,5939.0,2306.0,1128.0,576.0,4790.0,1149.0,2121.0,2117.0,1285.0,416.0,,,,,,,236496.0,235043.0,,,2015,2880.0,609.0,1075.0,854.0,342.0,847.0,37.0,446.0,160.0,62.0,,,,170088.0,180359.0,34158.0,86934.0,471539.0,,,,30787.0,,,70.0,,,567.0,332.0,727547.0,70519.6,,
San Luis Obispo,495.0,615.0,25.0,436.0,96.0,60.0,8.0,2.0,232.0,54.0,178.0,202.0,116.0,60.0,23.0,,230.0,265.0,424.0,71.0,,1134.0,6786.0,1597.0,639.0,366.0,222.0,1290.0,307.0,1089.0,361.0,84.0,63.0,,,,,,,100825.0,91461.0,,,2015,640.0,325.0,214.0,80.0,21.0,198.0,4.0,119.0,39.0,12.0,,,,134797.0,40228.0,4871.0,12390.0,192286.0,,,,7920.0,,,3.0,,,127.0,122.0,276844.0,70519.6,,
San Mateo,869.0,1158.0,41.0,895.0,149.0,109.0,19.0,5.0,368.0,78.0,290.0,342.0,71.0,122.0,81.0,,512.0,357.0,764.0,105.0,,1707.0,15548.0,3538.0,1185.0,926.0,432.0,2827.0,711.0,936.0,1303.0,642.0,657.0,,,,,,,254145.0,257775.0,,,2015,1199.0,246.0,418.0,301.0,234.0,327.0,15.0,190.0,74.0,33.0,,,,205000.0,132378.0,13779.0,160763.0,511920.0,,,,17255.0,,,68.0,,,203.0,165.0,764379.0,70519.6,,
Santa Barbara,943.0,1110.0,49.0,856.0,127.0,84.0,15.0,4.0,333.0,65.0,268.0,329.0,73.0,219.0,28.0,,683.0,260.0,827.0,116.0,,1356.0,9122.0,3520.0,1120.0,614.0,961.0,2799.0,721.0,1357.0,1806.0,245.0,112.0,,,,,,,151953.0,145567.0,,,2015,1159.0,270.0,718.0,124.0,47.0,309.0,20.0,205.0,45.0,33.0,,,,140009.0,127921.0,5610.0,23980.0,297520.0,,,,10478.0,,,9.0,,,209.0,149.0,444900.0,70519.6,,
Santa Clara,3474.0,3980.0,100.0,3151.0,517.0,247.0,59.0,16.0,1290.0,409.0,881.0,911.0,147.0,553.0,113.0,,2556.0,918.0,3052.0,422.0,,4801.0,45140.0,9333.0,3532.0,2205.0,1118.0,7477.0,1856.0,2386.0,4579.0,1111.0,1257.0,,,,,,,651581.0,637832.0,,,2015,4080.0,740.0,2088.0,666.0,586.0,857.0,54.0,548.0,206.0,59.0,,,,441667.0,338900.0,31801.0,477045.0,1289413.0,,,,49941.0,,,98.0,,,583.0,450.0,1915102.0,70519.6,,
Santa Cruz,385.0,527.0,20.0,424.0,69.0,32.0,4.0,0.0,125.0,13.0,112.0,110.0,40.0,58.0,7.0,,265.0,120.0,343.0,42.0,,1171.0,9282.0,2133.0,739.0,402.0,378.0,1750.0,383.0,1166.0,774.0,127.0,66.0,,,,,,,97684.0,96005.0,,,2015,547.0,211.0,283.0,31.0,22.0,106.0,4.0,68.0,21.0,5.0,,,,116261.0,59945.0,1804.0,15679.0,193689.0,,,,10453.0,,,5.0,,,84.0,89.0,274697.0,70519.6,,
Shasta,323.0,1089.0,62.0,701.0,229.0,134.0,22.0,7.0,455.0,66.0,389.0,369.0,297.0,17.0,26.0,,256.0,67.0,272.0,51.0,,1400.0,5851.0,1823.0,415.0,395.0,233.0,1396.0,427.0,1494.0,108.0,112.0,109.0,,,,,,,58487.0,59878.0,,,2015,1151.0,912.0,74.0,74.0,91.0,338.0,31.0,201.0,92.0,28.0,,,,97015.0,10059.0,1031.0,10260.0,118365.0,,,,7251.0,,,29.0,,,181.0,198.0,178777.0,70519.6,,
Sierra,0.0,7.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,3.0,33.0,35.0,13.0,4.0,12.0,25.0,10.0,33.0,1.0,0.0,1.0,,,,,,,1103.0,1077.0,,,2015,7.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,1904.0,193.0,5.0,78.0,2180.0,,,,36.0,,,0.0,,,2.0,3.0,3147.0,70519.6,,
Siskiyou,104.0,192.0,16.0,120.0,46.0,23.0,3.0,1.0,66.0,6.0,60.0,70.0,53.0,3.0,6.0,,100.0,4.0,94.0,10.0,,135.0,793.0,704.0,193.0,85.0,133.0,525.0,179.0,513.0,75.0,26.0,90.0,,,,,,,14780.0,14648.0,,,2015,208.0,153.0,13.0,13.0,29.0,64.0,6.0,39.0,17.0,5.0,,,,23236.0,3108.0,404.0,2680.0,29428.0,,,,928.0,,,8.0,,,29.0,28.0,44500.0,70519.6,,
Solano,936.0,980.0,37.0,805.0,110.0,50.0,10.0,1.0,184.0,36.0,148.0,270.0,79.0,43.0,130.0,,744.0,192.0,817.0,119.0,,2063.0,13012.0,3997.0,1436.0,966.0,528.0,3152.0,845.0,1398.0,803.0,1540.0,256.0,,,,,,,148930.0,147083.0,,,2015,1017.0,250.0,168.0,511.0,88.0,254.0,16.0,162.0,52.0,13.0,,,,122024.0,69629.0,42863.0,61497.0,296013.0,,,,15075.0,,,18.0,,,150.0,106.0,429267.0,70519.6,,
Sonoma,968.0,906.0,35.0,658.0,154.0,72.0,13.0,1.0,249.0,26.0,223.0,258.0,126.0,79.0,36.0,,511.0,457.0,831.0,137.0,,1898.0,9943.0,3223.0,1262.0,699.0,472.0,2562.0,661.0,1897.0,854.0,267.0,205.0,,,,,,,171397.0,173288.0,,,2015,941.0,421.0,324.0,104.0,92.0,244.0,14.0,143.0,59.0,22.0,,,,226375.0,86048.0,5214.0,27048.0,344685.0,,,,11841.0,,,17.0,,,111.0,149.0,501182.0,70519.6,,
Stanislaus,1125.0,1520.0,88.0,1054.0,307.0,144.0,34.0,3.0,501.0,71.0,430.0,598.0,257.0,221.0,76.0,,796.0,329.0,1007.0,118.0,,3093.0,19782.0,6981.0,2191.0,1439.0,1572.0,5527.0,1454.0,3495.0,2504.0,734.0,248.0,,,,,,,175441.0,176844.0,,,2015,1608.0,635.0,642.0,198.0,133.0,563.0,35.0,306.0,143.0,47.0,,,,165220.0,145594.0,9658.0,31813.0,352285.0,,,,22875.0,,,44.0,,,332.0,315.0,538372.0,70519.6,,
Sutter,220.0,325.0,14.0,231.0,59.0,21.0,5.0,2.0,53.0,6.0,47.0,129.0,66.0,37.0,18.0,,153.0,67.0,174.0,46.0,,320.0,2391.0,955.0,374.0,222.0,78.0,738.0,217.0,481.0,316.0,77.0,81.0,,,,,,,31680.0,31503.0,,,2015,339.0,177.0,99.0,41.0,22.0,116.0,13.0,80.0,27.0,4.0,,,,31704.0,18044.0,1257.0,12178.0,63183.0,,,,2711.0,,,8.0,,,58.0,54.0,97618.0,70519.6,,
Tehama,193.0,340.0,21.0,217.0,50.0,63.0,16.0,7.0,116.0,18.0,98.0,143.0,103.0,24.0,6.0,,99.0,94.0,160.0,33.0,,329.0,1663.0,1104.0,242.0,203.0,331.0,826.0,278.0,846.0,188.0,29.0,41.0,,,,,,,20971.0,20868.0,,,2015,361.0,253.0,73.0,15.0,20.0,129.0,14.0,62.0,27.0,23.0,,,,29782.0,9354.0,259.0,2444.0,41839.0,,,,1992.0,,,10.0,,,62.0,67.0,63970.0,70519.6,,
Trinity,58.0,50.0,1.0,38.0,4.0,4.0,2.0,0.0,13.0,4.0,9.0,15.0,12.0,0.0,1.0,,47.0,11.0,50.0,8.0,,34.0,244.0,373.0,46.0,45.0,163.0,289.0,84.0,315.0,21.0,23.0,14.0,,,,,,,4747.0,4481.0,,,2015,51.0,39.0,0.0,5.0,7.0,15.0,0.0,12.0,0.0,0.0,,,,7618.0,675.0,43.0,892.0,9228.0,,,,278.0,,,2.0,,,4.0,6.0,13562.0,70519.6,,
Tulare,1505.0,2117.0,74.0,1646.0,299.0,119.0,21.0,1.0,603.0,66.0,537.0,527.0,106.0,349.0,23.0,,878.0,627.0,1288.0,217.0,,1815.0,11783.0,6648.0,1959.0,1396.0,1776.0,5275.0,1373.0,1955.0,4151.0,316.0,226.0,,,,,,,146712.0,144213.0,,,2015,2191.0,430.0,1466.0,130.0,165.0,504.0,23.0,338.0,83.0,38.0,,,,95795.0,174626.0,4118.0,16386.0,290925.0,,,,13598.0,,,49.0,,,345.0,212.0,463291.0,70519.6,,
Tuolumne,143.0,226.0,23.0,147.0,46.0,35.0,2.0,3.0,110.0,8.0,102.0,75.0,60.0,5.0,5.0,,110.0,33.0,110.0,33.0,,227.0,1280.0,640.0,147.0,148.0,61.0,444.0,196.0,535.0,55.0,17.0,33.0,,,,,,,20151.0,16539.0,,,2015,249.0,206.0,21.0,8.0,14.0,65.0,10.0,43.0,17.0,9.0,,,,29302.0,4256.0,1124.0,2008.0,36690.0,,,,1507.0,,,5.0,,,30.0,47.0,54525.0,70519.6,,
Ventura,1640.0,1662.0,68.0,1222.0,237.0,164.0,35.0,2.0,443.0,64.0,379.0,508.0,158.0,315.0,34.0,,1009.0,631.0,1414.0,226.0,,2175.0,17253.0,6427.0,2069.0,1349.0,865.0,5048.0,1379.0,2123.0,3663.0,435.0,206.0,,,,,,,286978.0,284918.0,,,2015,1730.0,487.0,1047.0,150.0,46.0,476.0,32.0,272.0,94.0,45.0,,,,277373.0,230935.0,9921.0,53667.0,571896.0,,,,19428.0,,,1.0,,,300.0,250.0,852013.0,70519.6,,
Yolo,378.0,692.0,27.0,452.0,113.0,92.0,16.0,5.0,268.0,29.0,239.0,207.0,78.0,76.0,38.0,,273.0,105.0,327.0,51.0,,804.0,6050.0,1807.0,535.0,387.0,312.0,1422.0,385.0,845.0,605.0,249.0,108.0,,,,,,,72711.0,76512.0,,,2015,719.0,249.0,278.0,125.0,67.0,199.0,8.0,117.0,33.0,17.0,,,,73840.0,43223.0,3646.0,28514.0,149223.0,,,,6854.0,,,15.0,,,117.0,142.0,212686.0,70519.6,,
Yuba,391.0,356.0,16.0,264.0,52.0,23.0,5.0,4.0,88.0,11.0,77.0,156.0,93.0,37.0,15.0,,327.0,64.0,351.0,40.0,,313.0,2018.0,1038.0,416.0,180.0,189.0,815.0,223.0,684.0,215.0,74.0,65.0,,,,,,,24078.0,23727.0,,,2015,372.0,221.0,81.0,40.0,30.0,146.0,10.0,100.0,23.0,13.0,,,,28713.0,11415.0,1474.0,6203.0,47805.0,,,,2331.0,,,11.0,,,63.0,67.0,75579.0,70519.6,,
Alameda,2396.0,3405.0,97.0,3218.0,175.0,25.0,10.0,0.0,573.0,129.0,444.0,621.0,62.0,124.0,398.0,,2024.0,372.0,2150.0,246.0,,10127.0,59744.0,10378.0,3163.0,2690.0,1720.0,8173.0,2205.0,2163.0,2540.0,4641.0,1034.0,,,,,,,566879.0,582240.0,,,2016,3502.0,303.0,605.0,2339.0,255.0,607.0,14.0,392.0,97.0,32.0,,,,397211.0,253867.0,138102.0,359939.0,1149119.0,,,,69871.0,,,37.0,,,,,,,1637712.0,73694.0
Alpine,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,6.0,34.0,13.0,5.0,1.0,0.0,12.0,1.0,7.0,1.0,0.0,5.0,,,,,,,407.0,383.0,,,2016,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,571.0,57.0,0.0,162.0,790.0,,,,40.0,,,1.0,,,,,,,1148.0,73694.0
Amador,81.03,118.0,5.0,77.0,13.0,9.0,1.0,0.0,55.0,15.0,40.0,45.0,31.0,6.0,2.0,,44.19,36.84,64.83,16.2,,92.0,669.0,368.0,81.0,59.0,63.0,261.0,107.0,266.0,40.0,22.0,40.0,,,,,,,13987.0,11023.0,,,2016,123.0,74.0,23.0,10.0,16.0,39.0,6.0,16.0,13.0,2.0,,,,19480.0,3449.0,749.0,1332.0,25010.0,,,,761.0,,,6.0,,,,,,,37191.0,73694.0
Butte,560.0,888.0,63.0,647.0,142.0,73.0,18.0,6.0,150.0,41.0,109.0,339.0,246.0,41.0,36.0,,314.0,246.0,482.0,78.0,,790.0,7307.0,2026.0,596.0,485.0,415.0,1537.0,489.0,1543.0,242.0,140.0,101.0,,,,,,,77219.0,75371.0,,,2016,951.0,646.0,148.0,103.0,54.0,308.0,31.0,174.0,67.0,28.0,,,,113695.0,22146.0,2449.0,14300.0,152590.0,,,,8097.0,,,16.0,,,,,,,225125.0,73694.0
Calaveras,95.0,69.0,5.0,50.0,8.0,3.0,1.0,0.0,12.0,2.0,10.0,25.0,20.0,2.0,2.0,,51.0,44.0,75.0,20.0,,178.0,656.0,418.0,157.0,48.0,92.0,318.0,100.0,299.0,68.0,11.0,40.0,,,,,,,14509.0,14623.0,,,2016,74.0,59.0,7.0,1.0,7.0,24.0,1.0,10.0,4.0,3.0,,,,24108.0,3149.0,238.0,1637.0,29132.0,,,,834.0,,,1.0,,,,,,,44791.0,73694.0
Colusa,90.0,72.0,1.0,53.0,10.0,2.0,0.0,0.0,6.0,1.0,5.0,33.0,10.0,14.0,4.0,,51.0,39.0,77.0,13.0,,46.0,357.0,298.0,76.0,42.0,22.0,231.0,67.0,132.0,132.0,10.0,24.0,,,,,,,7326.0,6913.0,,,2016,73.0,26.0,35.0,5.0,7.0,32.0,1.0,18.0,7.0,1.0,,,,5480.0,8065.0,105.0,589.0,14239.0,,,,403.0,,,5.0,,,,,,,22408.0,73694.0
Contra Costa,1479.0,1833.0,66.0,1634.0,136.0,48.0,8.0,2.0,317.0,79.0,238.0,374.0,107.0,100.0,142.0,,1181.0,298.0,1226.0,253.0,,3895.0,28939.0,8354.0,2335.0,2683.0,1027.0,6585.0,1769.0,2962.0,1994.0,2829.0,569.0,,,,,,,376207.0,389572.0,,,2016,1899.0,453.0,408.0,893.0,145.0,357.0,17.0,215.0,75.0,21.0,,,,358911.0,185404.0,71185.0,150279.0,765779.0,,,,32834.0,,,25.0,,,,,,,1129894.0,73694.0
Del Norte,90.0,116.0,7.0,78.0,18.0,9.0,0.0,1.0,35.0,7.0,28.0,51.0,30.0,5.0,2.0,,51.0,39.0,70.0,20.0,,168.0,608.0,314.0,154.0,58.0,33.0,228.0,86.0,239.0,14.0,2.0,59.0,,,,,,,10198.0,7862.0,,,2016,123.0,78.0,14.0,10.0,21.0,43.0,8.0,19.0,12.0,5.0,,,,11639.0,3291.0,765.0,2365.0,18060.0,,,,776.0,,,14.0,,,,,,,27040.0,73694.0
El Dorado,375.0,370.0,34.0,293.0,57.0,22.0,5.0,1.0,99.0,13.0,86.0,137.0,95.0,26.0,8.0,,196.0,179.0,309.0,66.0,,389.0,3042.0,1288.0,421.0,262.0,135.0,961.0,327.0,1029.0,149.0,53.0,57.0,,,,,,,62472.0,61700.0,,,2016,404.0,308.0,49.0,28.0,19.0,129.0,8.0,80.0,23.0,12.0,,,,99032.0,15064.0,932.0,9144.0,124172.0,,,,3431.0,,,8.0,,,,,,,184180.0,73694.0
Fresno,2778.0,3922.0,161.0,3041.0,503.0,127.0,53.0,5.0,1308.0,192.0,1116.0,1436.0,254.0,822.0,271.0,,1926.0,852.0,2459.0,319.0,,5981.0,31784.0,9145.0,3913.0,1815.0,674.0,7441.0,1704.0,1990.0,5243.0,1414.0,498.0,,,,,,,318879.0,314384.0,,,2016,4083.0,726.0,2189.0,878.0,290.0,1356.0,80.0,795.0,250.0,64.0,,,,204999.0,319317.0,31963.0,76984.0,633263.0,,,,37765.0,,,89.0,,,,,,,989183.0,73694.0
Glenn,92.0,95.0,7.0,66.0,12.0,10.0,4.0,0.0,34.0,1.0,33.0,32.0,16.0,12.0,0.0,,70.0,22.0,73.0,19.0,,103.0,559.0,313.0,125.0,63.0,35.0,238.0,75.0,188.0,95.0,16.0,14.0,,,,,,,9442.0,9102.0,,,2016,102.0,53.0,39.0,3.0,7.0,24.0,8.0,16.0,6.0,4.0,,,,10068.0,7249.0,142.0,1085.0,18544.0,,,,662.0,,,4.0,,,,,,,29073.0,73694.0
Humboldt,369.0,371.0,18.0,296.0,33.0,24.0,3.0,1.0,45.0,3.0,42.0,124.0,81.0,8.0,8.0,,260.0,109.0,315.0,54.0,,682.0,4001.0,1360.0,418.0,207.0,226.0,1066.0,294.0,1016.0,111.0,70.0,163.0,,,,,,,47926.0,46351.0,,,2016,389.0,253.0,28.0,22.0,86.0,117.0,7.0,66.0,18.0,15.0,,,,73208.0,9283.0,1165.0,10621.0,94277.0,,,,4683.0,,,27.0,,,,,,,136086.0,73694.0
Imperial,434.0,358.0,14.0,274.0,37.0,32.0,0.0,0.0,93.0,13.0,80.0,136.0,17.0,105.0,10.0,,241.0,193.0,392.0,42.0,,676.0,5195.0,1715.0,414.0,275.0,446.0,1358.0,357.0,269.0,1310.0,93.0,43.0,,,,,,,60553.0,56766.0,,,2016,372.0,55.0,265.0,39.0,13.0,128.0,8.0,77.0,23.0,14.0,,,,15437.0,94425.0,4088.0,3369.0,117319.0,,,,5871.0,,,4.0,,,,,,,187157.0,73694.0
Inyo,52.0,35.0,5.0,29.0,3.0,3.0,0.0,0.0,11.0,0.0,11.0,16.0,6.0,4.0,0.0,,24.0,28.0,42.0,10.0,,114.0,334.0,199.0,114.0,28.0,11.0,152.0,47.0,110.0,27.0,1.0,61.0,,,,,,,6082.0,5859.0,,,2016,40.0,14.0,7.0,0.0,19.0,15.0,1.0,10.0,1.0,1.0,,,,7763.0,2387.0,83.0,1708.0,11941.0,,,,448.0,,,6.0,,,,,,,18649.0,73694.0
Kern,2155.0,3746.0,193.0,2546.0,570.0,279.0,61.0,2.0,1567.0,258.0,1309.0,1410.0,427.0,718.0,239.0,,1468.0,687.0,1891.0,264.0,,5128.0,32570.0,9340.0,3232.0,2551.0,920.0,7535.0,1805.0,3370.0,4400.0,1365.0,205.0,,,,,,,298784.0,274479.0,,,2016,3939.0,1054.0,1920.0,861.0,104.0,1288.0,122.0,599.0,323.0,112.0,,,,219281.0,283013.0,32295.0,38674.0,573263.0,,,,37698.0,,,26.0,,,,,,,888994.0,73694.0
Kings,437.0,1208.0,53.0,879.0,93.0,104.0,19.0,4.0,475.0,95.0,380.0,416.0,89.0,240.0,45.0,,353.0,84.0,372.0,65.0,,639.0,3167.0,1562.0,483.0,266.0,122.0,1209.0,353.0,351.0,949.0,190.0,72.0,,,,,,,54091.0,40145.0,,,2016,1261.0,283.0,694.0,210.0,74.0,383.0,33.0,204.0,55.0,39.0,,,,33620.0,47531.0,6892.0,6193.0,94236.0,,,,3806.0,,,42.0,,,,,,,149407.0,73694.0
Lake,275.0,329.0,9.0,201.0,37.0,26.0,2.0,1.0,74.0,9.0,65.0,137.0,90.0,21.0,7.0,,176.0,99.0,232.0,43.0,,379.0,1746.0,1027.0,299.0,152.0,315.0,797.0,230.0,635.0,221.0,56.0,115.0,,,,,,,21370.0,21140.0,,,2016,338.0,220.0,45.0,29.0,44.0,133.0,4.0,64.0,15.0,10.0,,,,31392.0,7478.0,742.0,2898.0,42510.0,,,,2125.0,,,19.0,,,,,,,65128.0,73694.0
Lassen,82.2,123.0,2.0,81.0,13.0,17.0,1.0,1.0,53.0,13.0,40.0,25.0,12.0,8.0,2.0,,47.599999999999994,34.6,71.5,10.7,,225.0,513.0,292.0,108.0,66.0,40.0,213.0,79.0,227.0,27.0,14.0,24.0,,,,,,,14917.0,7464.0,,,2016,125.0,53.0,38.0,19.0,15.0,23.0,2.0,13.0,5.0,5.0,,,,14687.0,4123.0,2215.0,1356.0,22381.0,,,,738.0,,,3.0,,,,,,,30645.0,73694.0
Los Angeles,15748.0,40864.0,1886.0,33334.0,4643.0,1543.0,322.0,50.0,13955.0,2655.0,11300.0,10193.0,1287.0,5264.0,3272.0,,9907.0,5841.0,13723.0,2025.0,,56351.0,252224.0,70304.0,25865.0,18451.0,8673.0,56873.0,13431.0,11926.0,36326.0,18260.0,3792.0,,,,,,,3496896.0,3528052.0,,,2016,42750.0,4116.0,20541.0,15737.0,2356.0,9452.0,741.0,5219.0,2153.0,686.0,,,,1917019.0,3378802.0,588081.0,1141046.0,7024948.0,,,,308575.0,,,370.0,,,,,,,10229245.0,73694.0
Madera,402.0,512.0,93.0,434.0,45.0,48.0,3.0,2.0,225.0,30.0,195.0,196.0,42.0,118.0,24.0,,289.0,113.0,354.0,48.0,,1024.0,3705.0,1263.0,403.0,175.0,338.0,1051.0,212.0,412.0,722.0,96.0,33.0,,,,,,,47304.0,51734.0,,,2016,605.0,141.0,336.0,87.0,41.0,175.0,21.0,94.0,29.0,17.0,,,,36350.0,54266.0,3914.0,4508.0,99038.0,,,,4729.0,,,12.0,,,,,,,155693.0,73694.0
Marin,330.0,265.0,11.0,197.0,52.0,7.0,2.0,0.0,98.0,26.0,72.0,79.0,25.0,18.0,31.0,,250.0,80.0,283.0,47.0,,475.0,4975.0,1183.0,446.0,351.0,114.0,908.0,275.0,559.0,296.0,270.0,58.0,,,,,,,86602.0,86805.0,,,2016,276.0,111.0,65.0,80.0,20.0,71.0,8.0,35.0,28.0,3.0,,,,123152.0,29393.0,5258.0,15604.0,173407.0,,,,5450.0,,,5.0,,,,,,,263257.0,73694.0
Mariposa,35.0,66.0,3.0,53.0,9.0,1.0,0.0,0.0,19.0,6.0,13.0,25.0,18.0,3.0,1.0,,14.0,21.0,28.0,7.0,,80.0,241.0,156.0,68.0,18.0,42.0,125.0,31.0,112.0,25.0,2.0,17.0,,,,,,,6024.0,5838.0,,,2016,69.0,53.0,6.0,2.0,8.0,23.0,2.0,16.0,3.0,2.0,,,,9805.0,1123.0,106.0,828.0,11862.0,,,,321.0,,,3.0,,,,,,,18055.0,73694.0
Mendocino,305.0,326.0,23.0,227.0,39.0,32.0,7.0,3.0,70.0,4.0,66.0,138.0,78.0,24.0,9.0,,191.0,114.0,263.0,42.0,,606.0,1444.0,1062.0,381.0,186.0,186.0,830.0,232.0,707.0,198.0,32.0,125.0,,,,,,,29719.0,29137.0,,,2016,349.0,197.0,64.0,21.0,67.0,129.0,9.0,66.0,17.0,17.0,,,,40259.0,13225.0,430.0,4942.0,58856.0,,,,2050.0,,,27.0,,,,,,,88995.0,73694.0
Merced,662.0,893.0,32.0,699.0,80.0,38.0,12.0,1.0,247.0,29.0,218.0,312.0,70.0,180.0,44.0,,647.0,15.0,607.0,55.0,,1488.0,7658.0,2541.0,908.0,534.0,241.0,2097.0,444.0,739.0,1413.0,279.0,110.0,,,,,,,88163.0,85290.0,,,2016,925.0,199.0,515.0,139.0,72.0,293.0,19.0,166.0,47.0,23.0,,,,54656.0,95246.0,6298.0,17253.0,173453.0,,,,9146.0,,,18.0,,,,,,,272610.0,73694.0
Modoc,23.0,15.0,1.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,,13.0,10.0,20.0,3.0,,41.0,163.0,121.0,36.0,17.0,6.0,87.0,34.0,84.0,16.0,1.0,20.0,,,,,,,3055.0,3038.0,,,2016,16.0,11.0,3.0,0.0,2.0,5.0,0.0,4.0,1.0,0.0,,,,4680.0,940.0,62.0,411.0,6093.0,,,,204.0,,,1.0,,,,,,,9469.0,73694.0
Mono,0.0,16.0,3.0,12.0,3.0,1.0,0.0,0.0,4.0,1.0,3.0,6.0,4.0,2.0,0.0,,0.0,0.0,0.0,0.0,,37.0,162.0,85.0,50.0,12.0,8.0,67.0,18.0,44.0,27.0,4.0,10.0,,,,,,,5376.0,4663.0,,,2016,19.0,11.0,6.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,,,,7094.0,2451.0,34.0,460.0,10039.0,,,,199.0,,,0.0,,,,,,,13785.0,73694.0
Monterey,905.0,1552.0,69.0,1261.0,122.0,83.0,17.0,4.0,446.0,45.0,401.0,436.0,89.0,276.0,43.0,,576.0,329.0,790.0,115.0,,1822.0,10396.0,2951.0,1126.0,666.0,276.0,2403.0,548.0,665.0,1893.0,257.0,136.0,,,,,,,151697.0,137852.0,,,2016,1621.0,283.0,1036.0,182.0,120.0,411.0,25.0,225.0,66.0,32.0,,,,92726.0,161909.0,8966.0,25948.0,289549.0,,,,12218.0,,,28.0,,,,,,,441129.0,73694.0
